61.8237 	EXP 	text_3: autoDraw = False
61.8237 	EXP 	digit: height = 0.5
61.8237 	EXP 	digit: height = 0.5
61.8237 	EXP 	digit: height = 0.5
61.8237 	EXP 	digit: text = '0'
61.8237 	EXP 	digit: autoDraw = True
62.8248 	EXP 	digit: autoDraw = False
62.8248 	EXP 	text_3: autoDraw = True
62.9093 	EXP 	New trial (rep=3, index=0): None
62.9252 	EXP 	text_3: autoDraw = False
62.9252 	EXP 	digit: height = 0.5
62.9252 	EXP 	digit: height = 0.5
62.9252 	EXP 	digit: height = 0.5
62.9252 	EXP 	digit: text = '5'
62.9252 	EXP 	digit: autoDraw = True
63.9273 	EXP 	digit: autoDraw = False
63.9273 	EXP 	text_3: autoDraw = True
64.0102 	EXP 	New trial (rep=4, index=0): None
64.0276 	EXP 	text_3: autoDraw = False
64.0276 	EXP 	digit: height = 0.5
64.0276 	EXP 	digit: height = 0.5
64.0276 	EXP 	digit: height = 0.5
64.0276 	EXP 	digit: text = '2'
64.0276 	EXP 	digit: autoDraw = True
65.0281 	EXP 	digit: autoDraw = False
65.0281 	EXP 	text_3: autoDraw = True
65.1122 	EXP 	New trial (rep=5, index=0): None
65.1283 	EXP 	text_3: autoDraw = False
65.1283 	EXP 	digit: height = 0.5
65.1283 	EXP 	digit: height = 0.5
65.1283 	EXP 	digit: height = 0.5
65.1283 	EXP 	digit: text = '4'
65.1283 	EXP 	digit: autoDraw = True
66.1295 	EXP 	digit: autoDraw = False
66.1295 	EXP 	text_3: autoDraw = True
66.2138 	EXP 	New trial (rep=6, index=0): None
66.2296 	EXP 	text_3: autoDraw = False
66.2296 	EXP 	digit: height = 0.5
66.2296 	EXP 	digit: height = 0.5
66.2296 	EXP 	digit: height = 0.5
66.2296 	EXP 	digit: text = '8'
66.2296 	EXP 	digit: autoDraw = True
67.2134 	EXP 	digit: autoDraw = False
67.2134 	EXP 	text_3: autoDraw = True
67.2992 	EXP 	New trial (rep=7, index=0): None
67.3130 	EXP 	text_3: autoDraw = False
67.3130 	EXP 	digit: height = 0.5
67.3130 	EXP 	digit: height = 0.5
67.3130 	EXP 	digit: height = 0.5
67.3130 	EXP 	digit: text = '7'
67.3130 	EXP 	digit: autoDraw = True
68.3144 	EXP 	digit: autoDraw = False
68.3144 	EXP 	text_3: autoDraw = True
68.4147 	EXP 	text_3: autoDraw = False
68.4147 	EXP 	text_4: autoDraw = True
68.4147 	EXP 	result_box: autoDraw = True
68.4147 	EXP 	text_5: autoDraw = True
69.2941 	DATA 	Keypress: num_3
69.5542 	DATA 	Keypress: num_9
70.2061 	DATA 	Keypress: num_0
71.0057 	DATA 	Keypress: num_5
71.5393 	DATA 	Keypress: num_8
71.8252 	DATA 	Keypress: num_4
80.5522 	DATA 	Keypress: backspace
80.9508 	DATA 	Keypress: backspace
82.1507 	DATA 	Keypress: num_2
82.7035 	DATA 	Keypress: num_4
83.5072 	DATA 	Keypress: num_8
83.8379 	DATA 	Keypress: num_7
85.4018 	EXP 	New trial (rep=4, index=0): None
85.4038 	DATA 	Keypress: space
85.4171 	EXP 	text_4: autoDraw = False
85.4171 	EXP 	result_box: autoDraw = False
85.4171 	EXP 	text_5: autoDraw = False
85.4171 	EXP 	text_2: autoDraw = True
86.4020 	EXP 	Created sequence: sequential, trialTypes=1, nReps=8, seed=None
86.4022 	EXP 	New trial (rep=0, index=0): None
86.4181 	EXP 	text_2: autoDraw = False
86.4181 	EXP 	digit: height = 0.5
86.4181 	EXP 	digit: height = 0.5
86.4181 	EXP 	digit: height = 0.5
86.4181 	EXP 	digit: text = '5'
86.4181 	EXP 	digit: autoDraw = True
87.4195 	EXP 	digit: autoDraw = False
87.4195 	EXP 	text_3: autoDraw = True
87.5026 	EXP 	New trial (rep=1, index=0): None
87.5201 	EXP 	text_3: autoDraw = False
87.5201 	EXP 	digit: height = 0.5
87.5201 	EXP 	digit: height = 0.5
87.5201 	EXP 	digit: height = 0.5
87.5201 	EXP 	digit: text = '6'
87.5201 	EXP 	digit: autoDraw = True
88.5209 	EXP 	digit: autoDraw = False
88.5209 	EXP 	text_3: autoDraw = True
88.6040 	EXP 	New trial (rep=2, index=0): None
88.6205 	EXP 	text_3: autoDraw = False
88.6205 	EXP 	digit: height = 0.5
88.6205 	EXP 	digit: height = 0.5
88.6205 	EXP 	digit: height = 0.5
88.6205 	EXP 	digit: text = '4'
88.6205 	EXP 	digit: autoDraw = True
89.6212 	EXP 	digit: autoDraw = False
89.6212 	EXP 	text_3: autoDraw = True
89.7065 	EXP 	New trial (rep=3, index=0): None
89.7214 	EXP 	text_3: autoDraw = False
89.7214 	EXP 	digit: height = 0.5
89.7214 	EXP 	digit: height = 0.5
89.7214 	EXP 	digit: height = 0.5
89.7214 	EXP 	digit: text = '7'
89.7214 	EXP 	digit: autoDraw = True
90.7251 	EXP 	digit: autoDraw = False
90.7251 	EXP 	text_3: autoDraw = True
90.8058 	EXP 	New trial (rep=4, index=0): None
90.8229 	EXP 	text_3: autoDraw = False
90.8229 	EXP 	digit: height = 0.5
90.8229 	EXP 	digit: height = 0.5
90.8229 	EXP 	digit: height = 0.5
90.8229 	EXP 	digit: text = '1'
90.8229 	EXP 	digit: autoDraw = True
91.8234 	EXP 	digit: autoDraw = False
91.8234 	EXP 	text_3: autoDraw = True
91.9072 	EXP 	New trial (rep=5, index=0): None
91.9237 	EXP 	text_3: autoDraw = False
91.9237 	EXP 	digit: height = 0.5
91.9237 	EXP 	digit: height = 0.5
91.9237 	EXP 	digit: height = 0.5
91.9237 	EXP 	digit: text = '0'
91.9237 	EXP 	digit: autoDraw = True
92.9248 	EXP 	digit: autoDraw = False
92.9248 	EXP 	text_3: autoDraw = True
93.0133 	EXP 	New trial (rep=6, index=0): None
93.0254 	EXP 	text_3: autoDraw = False
93.0254 	EXP 	digit: height = 0.5
93.0254 	EXP 	digit: height = 0.5
93.0254 	EXP 	digit: height = 0.5
93.0254 	EXP 	digit: text = '2'
93.0254 	EXP 	digit: autoDraw = True
94.0280 	EXP 	digit: autoDraw = False
94.0280 	EXP 	text_3: autoDraw = True
94.1130 	EXP 	New trial (rep=7, index=0): None
94.1287 	EXP 	text_3: autoDraw = False
94.1287 	EXP 	digit: height = 0.5
94.1287 	EXP 	digit: height = 0.5
94.1287 	EXP 	digit: height = 0.5
